time,Behaviour
0.0,doesnt_sniff
0.04,doesnt_sniff
0.08,doesnt_sniff
0.12,doesnt_sniff
0.16,doesnt_sniff
0.2,doesnt_sniff
0.24,doesnt_sniff
0.28,doesnt_sniff
0.32,doesnt_sniff
0.36,doesnt_sniff
0.4,doesnt_sniff
0.44,doesnt_sniff
0.48,doesnt_sniff
0.52,doesnt_sniff
0.56,doesnt_sniff
0.6,doesnt_sniff
0.64,doesnt_sniff
0.68,doesnt_sniff
0.72,doesnt_sniff
0.76,doesnt_sniff
0.8,doesnt_sniff
0.84,doesnt_sniff
0.88,doesnt_sniff
0.92,doesnt_sniff
0.96,doesnt_sniff
1.0,doesnt_sniff
1.04,doesnt_sniff
1.08,doesnt_sniff
1.12,doesnt_sniff
1.16,doesnt_sniff
1.2,doesnt_sniff
1.24,doesnt_sniff
1.28,doesnt_sniff
1.32,doesnt_sniff
1.36,doesnt_sniff
1.4000000000000001,doesnt_sniff
1.44,doesnt_sniff
1.48,doesnt_sniff
1.52,doesnt_sniff
1.56,doesnt_sniff
1.6,doesnt_sniff
1.6400000000000001,doesnt_sniff
1.68,doesnt_sniff
1.72,doesnt_sniff
1.76,doesnt_sniff
1.8,doesnt_sniff
1.84,doesnt_sniff
1.8800000000000001,doesnt_sniff
1.92,doesnt_sniff
1.96,doesnt_sniff
2.0,doesnt_sniff
2.04,doesnt_sniff
2.08,doesnt_sniff
2.12,doesnt_sniff
2.16,doesnt_sniff
2.2,doesnt_sniff
2.24,doesnt_sniff
2.2800000000000002,doesnt_sniff
2.32,doesnt_sniff
2.36,doesnt_sniff
2.4,doesnt_sniff
2.44,doesnt_sniff
2.48,doesnt_sniff
2.52,doesnt_sniff
2.56,doesnt_sniff
2.6,doesnt_sniff
2.64,doesnt_sniff
2.68,doesnt_sniff
2.72,doesnt_sniff
2.7600000000000002,doesnt_sniff
2.8000000000000003,doesnt_sniff
2.84,doesnt_sniff
2.88,doesnt_sniff
2.92,doesnt_sniff
2.96,doesnt_sniff
3.0,doesnt_sniff
3.04,doesnt_sniff
3.08,doesnt_sniff
3.12,doesnt_sniff
3.16,doesnt_sniff
3.2,doesnt_sniff
3.24,doesnt_sniff
3.2800000000000002,doesnt_sniff
3.3200000000000003,doesnt_sniff
3.36,doesnt_sniff
3.4,doesnt_sniff
3.44,doesnt_sniff
3.48,doesnt_sniff
3.52,doesnt_sniff
3.56,doesnt_sniff
3.6,doesnt_sniff
3.64,doesnt_sniff
3.68,doesnt_sniff
3.72,doesnt_sniff
3.7600000000000002,doesnt_sniff
3.8000000000000003,doesnt_sniff
3.84,doesnt_sniff
3.88,doesnt_sniff
3.92,doesnt_sniff
3.96,doesnt_sniff
4.0,doesnt_sniff
4.04,doesnt_sniff
4.08,doesnt_sniff
4.12,doesnt_sniff
4.16,doesnt_sniff
4.2,doesnt_sniff
4.24,doesnt_sniff
4.28,doesnt_sniff
4.32,doesnt_sniff
4.36,doesnt_sniff
4.4,doesnt_sniff
4.44,doesnt_sniff
4.48,doesnt_sniff
4.5200000000000005,doesnt_sniff
4.5600000000000005,doesnt_sniff
4.6000000000000005,doesnt_sniff
4.64,doesnt_sniff
4.68,doesnt_sniff
4.72,doesnt_sniff
4.76,doesnt_sniff
4.8,doesnt_sniff
4.84,doesnt_sniff
4.88,doesnt_sniff
4.92,doesnt_sniff
4.96,doesnt_sniff
5.0,doesnt_sniff
5.04,doesnt_sniff
5.08,doesnt_sniff
5.12,doesnt_sniff
5.16,doesnt_sniff
5.2,doesnt_sniff
5.24,doesnt_sniff
5.28,doesnt_sniff
5.32,doesnt_sniff
5.36,doesnt_sniff
5.4,doesnt_sniff
5.44,doesnt_sniff
5.48,doesnt_sniff
5.5200000000000005,doesnt_sniff
5.5600000000000005,doesnt_sniff
5.6000000000000005,doesnt_sniff
5.64,doesnt_sniff
5.68,doesnt_sniff
5.72,doesnt_sniff
5.76,doesnt_sniff
5.8,doesnt_sniff
5.84,doesnt_sniff
5.88,doesnt_sniff
5.92,doesnt_sniff
